#{"t_start": 1633894550.7794335, "env_id": null}
r,l,t
-12.99,300,12242.971925
-12.99,300,12244.229147
-12.99,300,12245.491742
-12.99,300,12246.760587
-22.72,273,12248.00554
-12.99,300,12249.158383
-12.99,300,12250.385189
-12.99,300,12251.626762
-12.99,300,12252.874697
-12.99,300,12254.124732
-12.99,300,12255.374768
-12.99,300,12256.633621
-12.99,300,12257.896596
-12.99,300,12259.160614
-12.99,300,12260.426944
-12.99,300,12261.685247
-12.99,300,12262.919727
-12.99,300,12264.149251
-12.99,300,12265.377979
-12.99,300,12266.598071
-12.99,300,12267.818294
-12.99,300,12269.047911
-12.99,300,12270.271223
-12.99,300,12276.104343
-12.99,300,12277.363663
-12.99,300,12278.625893
-12.99,300,12279.890364
-12.99,300,12281.15813
-12.99,300,12282.432015
7.71,230,12283.653152
-12.99,300,12284.668521
-12.99,300,12285.933066
7.01,300,12287.197153
7.57,244,12288.426106
-12.99,300,12289.486755
-12.99,300,12290.752381
-12.99,300,12292.017128
-12.99,300,12293.281409
-12.99,300,12294.546821
-12.99,300,12295.813425
-12.99,300,12297.081547
-12.99,300,12298.348371
-12.99,300,12299.607732
-12.99,300,12300.854891
-12.99,300,12302.087528
-12.99,300,12303.311505
-12.99,300,12304.542533
-12.99,300,12305.768818
-12.99,300,12306.993953
-12.99,300,12308.221633
-12.99,300,12309.4499
-12.99,300,12310.677218
-12.99,300,12311.915689
-12.99,300,12313.164131
-12.99,300,12314.395482
-12.99,300,12315.621224
-12.99,300,12321.377857
-12.99,300,12322.602116
-12.99,300,12323.829043
-12.99,300,12325.052348
-12.99,300,12326.275548
-12.99,300,12327.497971
-12.99,300,12328.722497
-12.99,300,12329.967916
-12.99,300,12331.217515
-12.99,300,12332.467694
-12.99,300,12333.710138
-12.99,300,12334.954947
-12.99,300,12336.202353
-12.99,300,12337.446158
-12.99,300,12338.68942
-12.99,300,12339.931028
-12.99,300,12341.173253
-12.99,300,12342.422711
-12.99,300,12343.676126
-12.99,300,12344.92658
-12.99,300,12346.176383
-12.99,300,12347.424566
-12.99,300,12348.678491
-12.99,300,12349.928765
-12.99,300,12351.185764
-12.99,300,12352.43807
-12.99,300,12353.690839
-12.99,300,12354.939664
-12.99,300,12356.183466
-12.99,300,12357.431928
-12.99,300,12358.689461
-12.99,300,12359.940997
-12.99,300,12361.18729
8.37,164,12362.362124
-12.99,300,12367.811526
-12.99,300,12369.07122
-12.99,300,12370.329514
-12.99,300,12371.561407
-12.99,300,12372.791704
-12.99,300,12374.021294
-12.99,300,12375.245447
-12.99,300,12376.471169
-12.99,300,12377.695877
-12.99,300,12378.920344
-12.99,300,12380.147231
-12.99,300,12381.371533
-12.99,300,12382.600637
-12.99,300,12383.839901
-12.99,300,12385.081155
-12.99,300,12386.322624
-12.99,300,12387.57157
-12.99,300,12388.818979
-12.99,300,12390.069308
8.75,126,12391.214425
-12.99,300,12391.841479
-12.99,300,12393.085732
-12.99,300,12394.335503
-12.99,300,12395.598788
-12.99,300,12396.861844
-12.99,300,12398.11252
-12.99,300,12399.341471
-12.99,300,12400.568591
-12.99,300,12401.796992
-12.99,300,12403.022017
-12.99,300,12404.249554
-12.99,300,12405.476545
-12.99,300,12406.705624
-12.99,300,12407.927664
-12.99,300,12413.669519
-12.99,300,12414.891215
-12.99,300,12416.112828
-12.99,300,12417.330277
-12.99,300,12418.549372
-12.99,300,12419.765775
-12.99,300,12420.984802
-12.99,300,12422.205797
-12.99,300,12423.441849
-12.99,300,12424.688099
-12.99,300,12425.934505
-12.99,300,12427.196486
-12.99,300,12428.459093
-12.99,300,12429.727041
-12.99,300,12430.983793
-12.99,300,12432.216456
-12.99,300,12433.445589
-12.99,300,12434.67446
-12.99,300,12435.937676
-12.99,300,12437.160159
-12.99,300,12438.380868
-12.99,300,12439.60697
-12.99,300,12440.838549
-12.99,300,12442.069782
-12.99,300,12443.308007
-12.99,300,12444.556464
-12.99,300,12445.827439
-12.99,300,12447.089322
-12.99,300,12448.349226
-12.99,300,12449.598602
-12.99,300,12450.827835
-12.99,300,12452.059302
-12.99,300,12453.285813
-12.99,300,12459.004826
-12.99,300,12460.236962
-12.99,300,12461.481063
-12.99,300,12462.723229
-12.99,300,12463.971394
-12.99,300,12465.231897
7.35,266,12466.471578
-12.99,300,12467.609529
-12.99,300,12468.869087
-12.99,300,12470.128306
-12.99,300,12471.389093
-12.99,300,12472.649778
-12.99,300,12473.886227
-12.99,300,12475.129284
7.58,243,12476.352448
7.16,285,12477.403476
-12.99,300,12478.614343
-12.99,300,12479.872364
-12.99,300,12481.131742
-12.99,300,12482.401698
-12.99,300,12483.66063
-12.99,300,12484.919152
-12.99,300,12486.175851
-12.99,300,12487.434791
-12.99,300,12488.693805
-12.99,300,12489.959443
-12.99,300,12491.222357
-12.99,300,12492.48895
-12.99,300,12493.755412
7.67,234,12494.978623
-12.99,300,12495.999179
-12.99,300,12497.265499
-12.99,300,12498.530467
-12.99,300,12499.796705
-12.99,300,12505.558672
8.19,182,12506.717865
7.96,205,12507.47465
-12.99,300,12508.372455
-12.99,300,12509.603352
-12.99,300,12510.833164
-12.99,300,12512.063723
-12.99,300,12513.291301
-12.99,300,12514.515282
-12.99,300,12515.741157
-12.99,300,12516.966081
-12.99,300,12518.195408
-12.99,300,12519.424794
-12.99,300,12520.652666
-12.99,300,12521.878203
-12.99,300,12523.103894
-12.99,300,12524.334362
-12.99,300,12525.560431
-12.99,300,12526.792393
-12.99,300,12528.018552
-12.99,300,12529.243687
-12.99,300,12530.469088
-12.99,300,12531.707514
-12.99,300,12532.967942
-12.99,300,12534.219201
-12.99,300,12535.446722
-12.99,300,12536.676736
-12.99,300,12537.937449
-12.99,300,12539.198443
-12.99,300,12540.45177
-12.99,300,12541.673174
-12.99,300,12542.903769
-12.99,300,12544.130556
-12.99,300,12545.361511
-12.99,300,12551.207361
-12.99,300,12552.46222
-12.99,300,12553.717692
-12.99,300,12554.974011
-12.99,300,12556.243101
-12.99,300,12557.475813
-12.99,300,12558.707208
8.0,201,12559.878909
-12.99,300,12560.758304
-12.99,300,12561.989954
-12.99,300,12563.250023
-12.99,300,12564.510119
-12.99,300,12565.746757
-12.99,300,12566.970205
-12.99,300,12568.195397
-12.99,300,12569.422167
-12.99,300,12570.648568
-12.99,300,12571.874194
-12.99,300,12573.113922
-12.99,300,12574.347328
-12.99,300,12575.573174
-12.99,300,12576.801135
-12.99,300,12578.027995
-12.99,300,12579.260389
-12.99,300,12580.512922
-12.99,300,12581.767348
-12.99,300,12583.018533
-12.99,300,12584.269891
-12.99,300,12585.512993
-12.99,300,12586.765676
-12.99,300,12588.003245
-12.99,300,12589.228479
-12.99,300,12590.4547
-12.99,300,12591.674578
-12.99,300,12597.382445
-12.99,300,12598.603825
-12.99,300,12599.822089
-12.99,300,12601.042122
-12.99,300,12602.261934
-12.99,300,12603.480524
-12.99,300,12604.697496
-12.99,300,12605.919976
-12.99,300,12607.14231
-12.99,300,12608.363905
-12.99,300,12609.592728
-12.99,300,12610.820486
-12.99,300,12612.044835
-12.99,300,12613.270364
-12.99,300,12614.495034
-12.99,300,12615.730499
-12.99,300,12616.97978
-12.99,300,12618.238495
-12.99,300,12619.503645
7.04,297,12620.769747
-12.99,300,12622.025038
-12.99,300,12623.294511
-12.99,300,12624.560967
-12.99,300,12625.822329
-12.99,300,12627.052014
-12.99,300,12628.282028
-12.99,300,12629.511909
-12.99,300,12630.743221
-12.99,300,12631.973808
-12.99,300,12633.207615
-12.99,300,12634.439017
-12.99,300,12635.665236
-12.99,300,12636.890697
-12.99,300,12642.66534
-12.99,300,12643.896641
-12.99,300,12645.125421
-12.99,300,12646.353925
-12.99,300,12647.581637
-12.99,300,12648.816287
-12.99,300,12650.046951
-12.99,300,12651.280152
-12.99,300,12652.525523
-12.99,300,12653.774815
-12.99,300,12655.027776
-12.99,300,12656.276684
-12.99,300,12657.529192
-12.99,300,12658.787719
-12.99,300,12660.047936
-12.99,300,12661.3062
-12.99,300,12662.567039
-12.99,300,12663.825225
-12.99,300,12665.106157
-12.99,300,12666.369183
-12.99,300,12667.631056
-12.99,300,12668.891706
-12.99,300,12670.156472
-12.99,300,12671.416718
-12.99,300,12672.674739
-12.99,300,12673.930617
-12.99,300,12675.192576
-12.99,300,12676.450479
7.47,254,12677.678677
-12.99,300,12678.776077
-12.99,300,12680.02091
-12.99,300,12681.250634
-12.99,300,12682.476547
-12.99,300,12683.718902
-12.99,300,12689.361946
-12.99,300,12690.581736
7.01,300,12691.801276
-12.99,300,12693.02528
-12.99,300,12694.254468
-12.99,300,12695.494356
-12.99,300,12696.755976
-12.99,300,12698.009087
-12.99,300,12699.259336
-12.99,300,12700.498086
-12.99,300,12701.736055
-12.99,300,12702.965626
-12.99,300,12704.199773
-12.99,300,12705.430867
-12.99,300,12706.658014
-12.99,300,12707.883308
-12.99,300,12709.107317
-12.99,300,12710.335492
-12.99,300,12711.561183
-12.99,300,12712.789416
7.61,240,12713.97843
-12.99,300,12714.989758
-12.99,300,12716.216893
-12.99,300,12717.446957
-12.99,300,12718.681192
-12.99,300,12719.911301
-12.99,300,12721.13845
-12.99,300,12722.363366
-12.99,300,12723.591697
-12.99,300,12724.818699
-12.99,300,12726.041368
-12.99,300,12727.278735
-12.99,300,12728.539617
-12.99,300,12734.422063
-12.99,300,12735.685237
-12.99,300,12736.914368
-12.99,300,12738.136607
-12.99,300,12739.358541
-12.99,300,12740.585875
-12.99,300,12741.843561
-12.99,300,12743.071081
-12.99,300,12744.298782
-12.99,300,12745.522865
-12.99,300,12746.749301
-12.99,300,12747.98019
-12.99,300,12749.208495
-12.99,300,12750.573504
-12.99,300,12751.803578
-12.99,300,12753.027013
-12.99,300,12754.251966
-12.99,300,12755.506145
-12.99,300,12756.762743
-12.99,300,12758.02393
-12.99,300,12759.282204
-12.99,300,12760.511428
-12.99,300,12761.737222
-12.99,300,12762.965374
-12.99,300,12764.194744
-12.99,300,12765.426391
-12.99,300,12766.655272
-12.99,300,12767.881984
-12.99,300,12769.107302
-12.99,300,12770.333728
-22.93,294,12771.552688
-12.99,300,12772.749631
-12.99,300,12773.973871
-12.99,300,12775.206533
-12.99,300,12780.872397
-12.99,300,12782.096006
7.3,271,12783.299318
-12.99,300,12784.418405
-12.99,300,12785.64255
-12.99,300,12786.86313
-12.99,300,12788.084143
-12.99,300,12789.307162
-12.99,300,12790.528521
-12.99,300,12791.755792
-12.99,300,12792.996218
-12.99,300,12794.238258
-12.99,300,12795.483141
-12.99,300,12796.727762
-12.99,300,12797.971791
-12.99,300,12799.21471
8.93,108,12800.343637
-12.99,300,12800.908323
-12.99,300,12802.152587
-12.99,300,12803.394333
-12.99,300,12804.640414
-12.99,300,12805.88509
-12.99,300,12807.12997
-12.99,300,12808.373701
-12.99,300,12809.630664
-12.99,300,12810.894999
-12.99,300,12812.144586
-12.99,300,12813.394688
-12.99,300,12814.644815
-12.99,300,12815.904907
-12.99,300,12817.162786
-12.99,300,12818.423663
-12.99,300,12819.678959
-12.99,300,12820.940384
-12.99,300,12826.713492
-12.99,300,12827.975219
-12.99,300,12829.236354
-12.99,300,12830.496662
-12.99,300,12831.754306
-12.99,300,12832.985826
-12.99,300,12834.21438
-12.99,300,12835.441695
-12.99,300,12836.669543
-12.99,300,12837.898568
-12.99,300,12839.127307
-12.99,300,12840.353333
-12.99,300,12841.577034
-12.99,300,12842.801824
-12.99,300,12844.030092
-12.99,300,12845.260952
-12.99,300,12846.485677
8.32,169,12847.635467
-12.99,300,12848.403144
-12.99,300,12849.631158
-12.99,300,12850.853172
-12.99,300,12852.078519
-12.99,300,12853.297314
-12.99,300,12854.521295
-12.99,300,12855.741503
-12.99,300,12856.960584
-12.99,300,12858.179585
-12.99,300,12859.40122
-12.99,300,12860.63039
-12.99,300,12861.85739
-12.99,300,12863.098615
-12.99,300,12864.358793
-12.99,300,12865.621291
-12.99,300,12871.389583
-12.99,300,12872.619931
-12.99,300,12873.853819
-12.99,300,12875.084302
-12.99,300,12876.312692
-12.99,300,12877.54152
-12.99,300,12878.767908
-12.99,300,12879.994057
-12.99,300,12881.220374
-12.99,300,12882.451759
-12.99,300,12883.683643
-12.99,300,12884.914395
-12.99,300,12886.145806
-12.99,300,12887.373077
-12.99,300,12888.598207
-12.99,300,12889.821344
-12.99,300,12891.050178
-12.99,300,12892.274076
-12.99,300,12893.498591
-12.99,300,12894.72431
-12.99,300,12895.954019
-12.99,300,12897.210721
-12.99,300,12898.478583
-12.99,300,12899.746032
-12.99,300,12901.007404
-12.99,300,12902.267018
8.07,194,12903.463349
-12.99,300,12904.340341
-12.99,300,12905.603045
-12.99,300,12906.863943
-12.99,300,12908.125908
-12.99,300,12909.384045
-12.99,300,12910.644533
8.67,134,12911.802603
-12.99,300,12912.465242
-12.99,300,12918.29786
-12.99,300,12919.558698
8.18,183,12920.747382
-12.99,300,12921.586713
-12.99,300,12922.846816
-12.99,300,12924.110265
-12.99,300,12925.371619
-12.99,300,12926.638376
-12.99,300,12927.901938
-12.99,300,12929.166034
-12.99,300,12930.428911
-12.99,300,12931.697262
-12.99,300,12932.957401
-12.99,300,12934.21706
-12.99,300,12935.478907
-12.99,300,12936.745533
-12.99,300,12938.013885
-12.99,300,12939.281568
-12.99,300,12940.550235
-12.99,300,12941.815584
-12.99,300,12943.078717
-12.99,300,12944.339285
-12.99,300,12945.570488
-12.99,300,12946.798602
-12.99,300,12948.043232
-12.99,300,12949.290564
-12.99,300,12950.539121
-12.99,300,12951.786486
-12.99,300,12953.032075
-12.99,300,12954.276705
-12.99,300,12955.527268
-12.99,300,12956.763141
-12.99,300,12957.98592
-12.99,300,12963.542579
-12.99,300,12964.75981
-12.99,300,12965.979919
-12.99,300,12967.202155
-12.99,300,12968.422644
-12.99,300,12969.643539
-12.99,300,12970.864667
-12.99,300,12972.088382
8.83,118,12973.201634
-12.99,300,12973.790439
7.66,235,12974.979365
-12.99,300,12975.977733
-12.99,300,12977.199106
-12.99,300,12978.432038
8.1,191,12979.600271
-12.99,300,12980.446703
-12.99,300,12981.679775
-12.99,300,12982.916899
-12.99,300,12984.178748
-12.99,300,12985.445788
-12.99,300,12986.714291
7.54,247,12987.950577
-12.99,300,12989.022999
-12.99,300,12990.288103
-12.99,300,12991.552233
8.8,121,12992.719293
-12.99,300,12993.339063
-12.99,300,12994.604665
-12.99,300,12995.836423
-12.99,300,12997.063356
-12.99,300,12998.281574
-12.99,300,12999.512867
-12.99,300,13000.753598
-12.99,300,13002.000888
-12.99,300,13003.244631
-12.99,300,13004.494358
-12.99,300,13010.314168
-12.99,300,13011.564771
-12.99,300,13012.813881
-12.99,300,13014.068184
-12.99,300,13015.320006
-12.99,300,13016.571965
-12.99,300,13017.826182
-12.99,300,13019.08999
-12.99,300,13020.357407
-12.99,300,13021.617939
-12.99,300,13022.865483
-12.99,300,13024.084878
-12.99,300,13025.309083
-12.99,300,13026.535763
-12.99,300,13027.759957
9.21,80,13028.875749
-12.99,300,13029.345122
-12.99,300,13030.60958
-12.99,300,13031.866249
-12.99,300,13033.115264
-12.99,300,13034.368984
-12.99,300,13035.665707
-12.99,300,13036.932134
-12.99,300,13038.158971
-12.99,300,13039.388468
-12.99,300,13040.621336
-12.99,300,13041.873993
-12.99,300,13043.098695
7.68,233,13044.282848
-12.99,300,13045.276659
-12.99,300,13046.517025
-12.99,300,13047.750229
-12.99,300,13048.98281
-12.99,300,13050.212335
-12.99,300,13055.920943
-12.99,300,13057.149076
-12.99,300,13058.368449
-12.99,300,13059.592561
-12.99,300,13060.824864
-12.99,300,13062.05632
-12.99,300,13063.283569
8.76,125,13064.411855
-12.99,300,13065.032257
-12.99,300,13066.257833
-12.99,300,13067.48315
-12.99,300,13068.708759
-12.99,300,13069.936034
-12.99,300,13071.170065
-12.99,300,13072.401022
-12.99,300,13073.661745
-12.99,300,13074.924952
-12.99,300,13076.187167
-12.99,300,13077.429672
-12.99,300,13078.655344
-12.99,300,13079.883303
-12.99,300,13081.110951
-12.99,300,13082.342855
-12.99,300,13083.571837
-12.99,300,13084.8242
-12.99,300,13086.091827
-12.99,300,13087.357894
-12.99,300,13088.62225
-12.99,300,13089.883625
-12.99,300,13091.133065
-12.99,300,13092.355714
-12.99,300,13093.585267
-12.99,300,13094.817801
-12.99,300,13096.049489
-12.99,300,13101.790962
-12.99,300,13103.022425
-12.99,300,13104.250995
-12.99,300,13105.478954
-12.99,300,13106.707444
-12.99,300,13107.933968
-12.99,300,13109.164535
-12.99,300,13110.386526
-12.99,300,13111.605952
-12.99,300,13112.82687
-12.99,300,13114.049898
-12.99,300,13115.281323
-12.99,300,13116.529408
-12.99,300,13117.775121
-12.99,300,13119.023232
-12.99,300,13120.27118
-12.99,300,13121.517252
-12.99,300,13122.758878
-12.99,300,13124.003934
-12.99,300,13125.2482
-12.99,300,13126.491314
-12.99,300,13127.734076
-12.99,300,13128.977068
-12.99,300,13130.219863
-12.99,300,13131.46593
-12.99,300,13132.710017
-12.99,300,13133.95632
-12.99,300,13135.20382
-12.99,300,13136.451299
-12.99,300,13137.712735
-12.99,300,13138.980886
-12.99,300,13140.239447
-12.99,300,13141.494751
-12.99,300,13147.201938
-12.99,300,13148.42286
-12.99,300,13149.650937
-12.99,300,13150.877683
-12.99,300,13152.103396
-12.99,300,13153.327468
-12.99,300,13154.54969
-12.99,300,13155.781716
-12.99,300,13157.018273
-12.99,300,13158.250943
-12.99,300,13159.473515
-12.99,300,13160.732261
-12.99,300,13161.993726
-12.99,300,13163.255824
-12.99,300,13164.514482
-12.99,300,13165.775289
-12.99,300,13167.035856
-12.99,300,13168.295969
-12.99,300,13169.555107
-12.99,300,13170.814978
-12.99,300,13172.042519
-12.99,300,13173.273973
-12.99,300,13174.507673
-12.99,300,13175.731672
-12.99,300,13176.9499
-12.99,300,13178.174513
-12.99,300,13179.409736
7.17,284,13180.646827
7.74,227,13181.814452
-12.99,300,13182.814566
-12.99,300,13184.056373
-12.99,300,13185.273252
-12.99,300,13186.515841
-12.99,300,13187.777358
-12.99,300,13193.650646
-12.99,300,13194.913416
-12.99,300,13196.174713
-12.99,300,13197.436717
-12.99,300,13198.699383
-12.99,300,13199.964113
-12.99,300,13201.196116
-12.99,300,13202.424911
-12.99,300,13203.654856
-12.99,300,13204.884501
-12.99,300,13206.113671
-12.99,300,13207.343801
-12.99,300,13208.576606
8.43,158,13209.727939
-12.99,300,13210.461551
-12.99,300,13211.700736
-12.99,300,13212.935232
-12.99,300,13214.168169
-12.99,300,13215.39942
8.0,201,13216.574922
-12.99,300,13217.459435
-12.99,300,13218.689535
-12.99,300,13219.920745
-12.99,300,13221.142056
-12.99,300,13222.37035
-12.99,300,13223.608608
-12.99,300,13224.854152
-12.99,300,13226.105272
7.55,246,13227.33668
-12.99,300,13228.421083
-12.99,300,13229.692818
-12.99,300,13230.955209
-12.99,300,13232.219357
-12.99,300,13233.480152
-12.99,300,13239.37502
9.06,95,13240.510564
-12.99,300,13241.036902
-12.99,300,13242.295415
-12.99,300,13243.528947
-12.99,300,13244.760927
-12.99,300,13245.988811
-12.99,300,13247.222904
-12.99,300,13248.446351
-12.99,300,13249.667193
-12.99,300,13250.889115
-12.99,300,13252.111811
-12.99,300,13253.330199
-12.99,300,13254.552772
-12.99,300,13255.783682
-12.99,300,13257.006794
-12.99,300,13258.241407
-12.99,300,13259.485868
-12.99,300,13260.731936
-12.99,300,13261.979865
-12.99,300,13263.223719
-12.99,300,13264.466445
-12.99,300,13265.715018
-12.99,300,13266.956995
-12.99,300,13268.199873
-12.99,300,13269.446344
7.12,289,13270.684741
7.38,263,13271.8685
-12.99,300,13272.980927
8.63,138,13274.128048
-12.99,300,13274.795424
-12.99,300,13276.049532
-12.99,300,13277.309911
-12.99,300,13278.573518
-12.99,300,13279.837623
-12.99,300,13285.762874
-12.99,300,13287.021727
-12.99,300,13288.260901
-12.99,300,13289.482628
-12.99,300,13290.704006
-12.99,300,13291.925579
-12.99,300,13293.14561
-12.99,300,13294.363799
-12.99,300,13295.581722
-12.99,300,13296.808137
-12.99,300,13298.046878
-12.99,300,13299.291096
-12.99,300,13300.537438
-12.99,300,13301.809226
-12.99,300,13303.073636
-12.99,300,13304.333859
-12.99,300,13305.593272
-12.99,300,13306.858225
-12.99,300,13308.098974
-12.99,300,13309.323533
-12.99,300,13310.560656
-12.99,300,13311.812544
-12.99,300,13313.066336
-12.99,300,13314.31905
-12.99,300,13315.571979
-12.99,300,13316.825349
-12.99,300,13318.081282
-12.99,300,13319.331524
-12.99,300,13320.578745
-12.99,300,13321.84006
-12.99,300,13323.102267
-12.99,300,13324.3655
-12.99,300,13325.625853
-12.99,300,13331.466429
-12.99,300,13332.733416
-12.99,300,13333.998656
-12.99,300,13335.263238
-12.99,300,13336.540907
-12.99,300,13337.778137
-12.99,300,13339.008714
-12.99,300,13340.240985
-12.99,300,13341.499298
-12.99,300,13342.732352
-12.99,300,13343.983928
-12.99,300,13345.23312
-12.99,300,13346.483332
-12.99,300,13347.742224
-12.99,300,13348.987008
-12.99,300,13350.21747
-12.99,300,13351.463965
-12.99,300,13352.707702
-12.99,300,13353.953948
-12.99,300,13355.206056
-12.99,300,13356.47595
-12.99,300,13357.746273
-12.99,300,13359.014528
-12.99,300,13360.271898
-12.99,300,13361.505357
-12.99,300,13362.736372
-12.99,300,13363.966005
-12.99,300,13365.196535
-12.99,300,13366.417319
-12.99,300,13367.650631
-12.99,300,13368.895429
-12.99,300,13370.138914
-12.99,300,13371.39122
-12.99,300,13372.654967
-12.99,300,13378.56071
-12.99,300,13379.82256
-12.99,300,13381.08605
-12.99,300,13382.354357
-12.99,300,13383.620836
-12.99,300,13384.886633
-12.99,300,13386.150939
-12.99,300,13387.415178
-12.99,300,13388.674721
-12.99,300,13389.934732
-12.99,300,13391.200382
-12.99,300,13392.474229
-12.99,300,13393.739822
-12.99,300,13395.002457
-12.99,300,13396.268868
-12.99,300,13397.533437
-12.99,300,13398.800611
-12.99,300,13400.065876
-12.99,300,13401.331574
-12.99,300,13402.59376
-12.99,300,13403.821117
-12.99,300,13405.04835
-12.99,300,13406.276434
-12.99,300,13407.505372
-12.99,300,13408.737491
-12.99,300,13409.97013
-12.99,300,13411.194969
-12.99,300,13412.419389
-12.99,300,13413.642805
-12.99,300,13414.902472
-12.99,300,13416.149226
-12.99,300,13417.381125
8.15,186,13418.542632
-12.99,300,13423.766127
-12.99,300,13424.999593
-12.99,300,13426.225304
-12.99,300,13427.451264
-12.99,300,13428.686212
-12.99,300,13429.922869
-12.99,300,13431.148983
-12.99,300,13432.379859
-12.99,300,13433.609519
-12.99,300,13434.871852
-12.99,300,13436.137862
-12.99,300,13437.400655
7.59,242,13438.632085
-12.99,300,13439.680412
-12.99,300,13440.941932
-12.99,300,13442.207954
-12.99,300,13443.473716
-12.99,300,13444.73757
-12.99,300,13445.981646
-12.99,300,13447.203441
-12.99,300,13448.460199
-12.99,300,13449.693691
-12.99,300,13450.919161
-12.99,300,13452.1495
-12.99,300,13453.375592
-12.99,300,13454.60509
-12.99,300,13455.829803
-12.99,300,13457.056449
-12.99,300,13458.302492
-12.99,300,13459.56874
-12.99,300,13460.835076
-12.99,300,13462.103568
-12.99,300,13463.372597
-12.99,300,13464.643884
-12.99,300,13470.40487
-12.99,300,13471.634508
-12.99,300,13472.858447
-12.99,300,13474.086561
7.48,253,13475.287566
-12.99,300,13476.345038
8.14,187,13477.50225
-12.99,300,13478.333173
-12.99,300,13479.555245
-12.99,300,13480.78999
-12.99,300,13482.053637
-12.99,300,13483.316662
-12.99,300,13484.554441
-12.99,300,13485.787031
-12.99,300,13487.01618
-12.99,300,13488.245339
-12.99,300,13489.479682
-12.99,300,13490.705706
-12.99,300,13491.930121
-12.99,300,13493.155342
-12.99,300,13494.375817
-12.99,300,13495.596525
-12.99,300,13496.821758
-22.96,297,13498.042758
-12.99,300,13499.267631
-12.99,300,13500.510216
-12.99,300,13501.770176
-12.99,300,13503.033073
-12.99,300,13504.292523
-12.99,300,13505.544277
-12.99,300,13506.770818
-12.99,300,13507.994161
-12.99,300,13509.223831
-12.99,300,13510.450614
-12.99,300,13516.181545
-12.99,300,13517.410138
-12.99,300,13518.636902
-12.99,300,13519.857482
8.2,181,13521.008573
-12.99,300,13521.818052
-12.99,300,13523.046052
-12.99,300,13524.277839
-12.99,300,13525.527485
-12.99,300,13526.769446
-12.99,300,13528.025487
-12.99,300,13529.281045
-12.99,300,13530.541803
-12.99,300,13531.806944
-12.99,300,13533.066738
-12.99,300,13534.297665
-12.99,300,13535.525692
-12.99,300,13536.756505
-12.99,300,13537.988671
-12.99,300,13539.222902
-12.99,300,13540.451047
-12.99,300,13541.676989
-12.99,300,13542.904752
-12.99,300,13544.131967
-12.99,300,13545.357361
-12.99,300,13546.577131
-12.99,300,13547.798542
-12.99,300,13549.017848
-12.99,300,13550.239821
-12.99,300,13551.461088
-12.99,300,13552.680085
-12.99,300,13553.903414
7.97,204,13555.072552
-12.99,300,13555.966933
-12.99,300,13561.738288
-12.99,300,13562.963335
-12.99,300,13564.186554
-12.99,300,13565.40924
7.65,236,13566.59915
-12.99,300,13567.598397
-12.99,300,13568.831541
-12.99,300,13570.077013
-12.99,300,13571.339734
-12.99,300,13572.60095
-12.99,300,13573.864432
-12.99,300,13575.134001
-12.99,300,13576.396275
-12.99,300,13577.653861
-12.99,300,13578.920734
-12.99,300,13580.188148
-12.99,300,13581.456707
-12.99,300,13582.725474
7.11,290,13583.985473
-12.99,300,13585.219467
-12.99,300,13586.486047
-12.99,300,13587.752729
-12.99,300,13589.018244
7.37,264,13590.261669
-12.99,300,13591.400061
-12.99,300,13592.668881
-12.99,300,13593.939826
-12.99,300,13595.208936
-12.99,300,13596.472433
7.23,278,13597.723956
-12.99,300,13598.911586
-12.99,300,13600.173443
-12.99,300,13601.437523
-12.99,300,13602.699626
-12.99,300,13608.666781
-12.99,300,13609.913814
-12.99,300,13611.169855
-12.99,300,13612.433725
-12.99,300,13613.698072
-12.99,300,13614.96396
-12.99,300,13616.220459
-12.99,300,13617.467956
-12.99,300,13618.715696
-12.99,300,13619.960295
-12.99,300,13621.206078
-12.99,300,13622.46096
-12.99,300,13623.713472
-12.99,300,13624.945967
-12.99,300,13626.178751
-12.99,300,13627.4045
-12.99,300,13628.632299
-12.99,300,13629.863352
-12.99,300,13631.094978
-12.99,300,13632.321496
-12.99,300,13633.549103
-12.99,300,13634.778331
-12.99,300,13636.043978
-12.99,300,13637.290446
-12.99,300,13638.543934
-12.99,300,13639.796437
-12.99,300,13641.075226
-12.99,300,13642.313667
-12.99,300,13643.573156
7.08,293,13644.829204
-12.99,300,13646.0699
-12.99,300,13647.327873
-12.99,300,13648.553064
-12.99,300,13654.339845
-12.99,300,13655.565252
-12.99,300,13656.790417
-12.99,300,13658.033808
-12.99,300,13659.274989
-12.99,300,13660.499182
-12.99,300,13661.721876
-12.99,300,13662.940807
-12.99,300,13664.162107
-12.99,300,13665.387809
-12.99,300,13666.61216
-12.99,300,13667.847316
-12.99,300,13669.074651
-12.99,300,13670.330688
7.19,282,13671.585874
-12.99,300,13672.790607
-12.99,300,13674.053339
-12.99,300,13675.297047
-12.99,300,13676.528102
-12.99,300,13677.762749
-12.99,300,13678.995277
-12.99,300,13680.228131
-12.99,300,13681.449796
-12.99,300,13682.672225
-12.99,300,13683.892152
-12.99,300,13685.118485
-12.99,300,13686.348456
-12.99,300,13687.573201
-12.99,300,13688.799027
-12.99,300,13690.029231
-12.99,300,13691.255801
-12.99,300,13692.480842
-12.99,300,13693.707487
-12.99,300,13699.313801
-12.99,300,13700.541676
-12.99,300,13701.769752
-12.99,300,13702.993464
-12.99,300,13704.228314
-12.99,300,13705.457207
-12.99,300,13706.685534
-12.99,300,13707.907916
