#{"t_start": 1633894550.7794335, "env_id": null}
r,l,t
-12.99,300,21095.765941
-12.99,300,21097.010366
-12.99,300,21098.252533
-12.99,300,21099.500212
-12.99,300,21100.745763
-12.99,300,21101.993157
-12.99,300,21103.23859
-12.99,300,21104.50048
-12.99,300,21105.744662
-12.99,300,21106.97386
-12.99,300,21108.200887
-12.99,300,21109.432147
-12.99,300,21110.662673
-12.99,300,21111.891757
-12.99,300,21113.118872
-12.99,300,21114.346525
-12.99,300,21115.571737
-12.99,300,21116.803064
-12.99,300,21118.026999
-12.99,300,21119.262696
-12.99,300,21120.520842
-12.99,300,21121.780228
-12.99,300,21123.039498
-12.99,300,21124.303098
-12.99,300,21125.562862
-12.99,300,21126.825711
-12.99,300,21132.613015
-12.99,300,21133.871954
-12.99,300,21135.131352
-12.99,300,21136.462241
-12.99,300,21137.709087
-12.99,300,21138.942881
-12.99,300,21140.184677
-12.99,300,21141.477745
-12.99,300,21142.739788
-12.99,300,21144.000688
-12.99,300,21145.267522
-12.99,300,21146.538372
-12.99,300,21147.799298
-12.99,300,21149.060488
-12.99,300,21150.322165
-12.99,300,21151.587962
-12.99,300,21152.85084
-12.99,300,21154.112523
-12.99,300,21155.372429
-12.99,300,21156.633675
-12.99,300,21157.893714
-12.99,300,21159.157009
-12.99,300,21160.415133
-12.99,300,21161.68346
-12.99,300,21162.948654
7.53,248,21164.187539
-12.99,300,21165.261625
-12.99,300,21166.513174
-12.99,300,21167.773782
-12.99,300,21169.034952
-12.99,300,21170.299036
-12.99,300,21171.561131
7.59,242,21172.788921
7.14,287,21177.947279
-12.99,300,21179.130831
-12.99,300,21180.358909
-12.99,300,21181.586013
8.96,105,21182.701911
-12.99,300,21183.245332
-12.99,300,21184.472488
8.17,184,21185.637529
-12.99,300,21186.461014
-12.99,300,21187.692031
-12.99,300,21188.922923
-12.99,300,21190.160381
-12.99,300,21191.424018
-12.99,300,21192.653002
-12.99,300,21193.885652
-12.99,300,21195.134173
-12.99,300,21196.379864
-12.99,300,21197.631459
-12.99,300,21198.890092
-12.99,300,21200.162567
-12.99,300,21201.424861
-12.99,300,21202.683534
-12.99,300,21203.945824
-12.99,300,21205.209022
-12.99,300,21206.469465
-12.99,300,21207.729162
-12.99,300,21208.992054
-12.99,300,21210.24873
-12.99,300,21211.480372
-12.99,300,21212.704156
-12.99,300,21213.930078
-12.99,300,21215.151071
-12.99,300,21216.372119
-12.99,300,21217.599842
-12.99,300,21218.832282
7.35,266,21224.452736
-12.99,300,21225.555277
-12.99,300,21226.796586
-12.99,300,21228.04866
-12.99,300,21229.306556
-12.99,300,21230.564361
-12.99,300,21231.818482
-12.99,300,21233.077666
-12.99,300,21234.336148
9.25,76,21235.461533
-12.99,300,21235.920487
-12.99,300,21237.191277
7.63,238,21238.397457
7.57,244,21239.370418
-12.99,300,21240.394386
7.27,274,21241.604475
-12.99,300,21242.738737
-12.99,300,21243.969706
-12.99,300,21245.200917
-12.99,300,21246.453668
-12.99,300,21247.719491
-12.99,300,21248.988485
-12.99,300,21250.257927
-12.99,300,21251.525421
-12.99,300,21252.787695
-12.99,300,21254.053655
-12.99,300,21255.317727
-12.99,300,21256.577386
-12.99,300,21257.837161
7.22,279,21259.081883
-12.99,300,21260.260973
7.75,226,21261.455334
-12.99,300,21262.427166
-12.99,300,21263.659013
-12.99,300,21264.888666
-12.99,300,21270.347723
-12.99,300,21271.566418
-12.99,300,21272.789273
8.25,176,21273.934444
-12.99,300,21274.722115
-12.99,300,21275.947827
-12.99,300,21277.171774
-12.99,300,21278.415055
-12.99,300,21279.683759
-12.99,300,21280.946782
-12.99,300,21282.201947
8.47,154,21283.338579
-12.99,300,21284.056577
-12.99,300,21285.286012
8.5,151,21286.419362
-12.99,300,21287.120981
-12.99,300,21288.345317
-12.99,300,21289.562972
-12.99,300,21290.783912
-12.99,300,21292.005413
-12.99,300,21293.230985
-12.99,300,21294.454196
-12.99,300,21295.678605
-12.99,300,21296.904268
-12.99,300,21298.128759
-12.99,300,21299.35756
9.38,63,21300.445018
-12.99,300,21300.841478
9.36,65,21301.92915
-12.99,300,21302.334087
-12.99,300,21303.558005
-12.99,300,21304.781842
-12.99,300,21306.011832
7.11,290,21307.229094
-12.99,300,21308.414889
-12.99,300,21309.644788
-12.99,300,21315.147167
-12.99,300,21316.38473
-12.99,300,21317.646854
8.3,171,21318.834242
-12.99,300,21319.632532
9.27,74,21320.754567
-12.99,300,21321.20382
-12.99,300,21322.462952
-12.99,300,21323.720885
7.88,213,21324.927482
-12.99,300,21325.87228
-12.99,300,21327.133849
-12.99,300,21328.397516
-12.99,300,21329.655885
-12.99,300,21330.914893
-12.99,300,21332.17365
-12.99,300,21333.452609
-12.99,300,21334.714738
-12.99,300,21335.97958
7.69,232,21337.20534
-12.99,300,21338.232762
-12.99,300,21339.497547
-12.99,300,21340.757594
-12.99,300,21342.019663
-12.99,300,21343.280856
-12.99,300,21344.542533
-12.99,300,21345.796416
-12.99,300,21347.038121
-12.99,300,21348.271323
-12.99,300,21349.500932
-12.99,300,21350.729405
-12.99,300,21351.956949
-12.99,300,21353.190143
-12.99,300,21354.419424
-12.99,300,21355.648711
-12.99,300,21361.404186
-12.99,300,21362.63906
-12.99,300,21363.876286
-12.99,300,21365.114105
-12.99,300,21366.340438
-12.99,300,21367.566175
-12.99,300,21368.78753
-12.99,300,21370.00974
-12.99,300,21371.23492
-12.99,300,21372.462952
-12.99,300,21373.681557
-12.99,300,21374.900009
-12.99,300,21376.119363
-12.99,300,21377.338173
-12.99,300,21378.558709
-12.99,300,21379.776927
-12.99,300,21380.997299
-12.99,300,21382.230173
-12.99,300,21383.455658
7.52,249,21384.67267
-12.99,300,21385.746708
-12.99,300,21387.009991
-12.99,300,21388.269197
-12.99,300,21389.529754
7.3,271,21390.773578
-12.99,300,21391.932032
-12.99,300,21393.189402
-12.99,300,21394.450694
-12.99,300,21395.710134
-12.99,300,21396.973855
-12.99,300,21398.231205
-12.99,300,21399.493424
-12.99,300,21400.763285
-12.99,300,21402.029891
-12.99,300,21407.768519
-12.99,300,21408.993046
-12.99,300,21410.217581
-12.99,300,21411.447112
-12.99,300,21412.677476
-12.99,300,21413.915057
-12.99,300,21415.161167
-12.99,300,21416.40189
-12.99,300,21417.656898
-12.99,300,21418.922639
-12.99,300,21420.191728
-12.99,300,21421.456981
-12.99,300,21422.723677
-12.99,300,21423.990686
-12.99,300,21425.255112
-12.99,300,21426.513078
-12.99,300,21427.774783
-12.99,300,21429.033678
-12.99,300,21430.298623
-12.99,300,21431.567755
7.03,298,21432.836777
-12.99,300,21434.095033
-12.99,300,21435.366768
-12.99,300,21436.649912
-12.99,300,21437.884272
-12.99,300,21439.112414
-12.99,300,21440.337611
-12.99,300,21441.595267
-12.99,300,21442.855495
-12.99,300,21444.112779
-12.99,300,21445.362848
-12.99,300,21446.596668
-12.99,300,21447.830361
-12.99,300,21453.533625
-12.99,300,21454.758364
-12.99,300,21455.988734
-12.99,300,21457.218841
-12.99,300,21458.444173
8.06,195,21459.607714
-12.99,300,21460.463966
7.24,277,21461.676497
8.42,159,21462.740527
-12.99,300,21463.470321
-12.99,300,21464.693998
-12.99,300,21465.924168
-12.99,300,21467.170068
-12.99,300,21468.420497
-12.99,300,21469.665548
-12.99,300,21470.911457
-12.99,300,21472.152813
7.9,211,21473.345721
-12.99,300,21474.280079
-12.99,300,21475.528914
-12.99,300,21476.7745
7.74,227,21477.985637
-12.99,300,21478.982326
-12.99,300,21480.244561
-12.99,300,21481.504404
-12.99,300,21482.765704
-12.99,300,21484.034514
-12.99,300,21485.302494
-12.99,300,21486.566023
-12.99,300,21487.83484
-12.99,300,21489.084843
-12.99,300,21490.311467
-12.99,300,21491.533525
-12.99,300,21492.751527
-12.99,300,21493.969017
-12.99,300,21499.645136
-12.99,300,21500.86528
-12.99,300,21502.089494
-12.99,300,21503.312136
-12.99,300,21504.529786
-12.99,300,21505.746879
-12.99,300,21506.968704
-12.99,300,21508.192985
-12.99,300,21509.427197
-12.99,300,21510.653644
-12.99,300,21511.884593
-12.99,300,21513.108328
-12.99,300,21514.330282
-12.99,300,21515.550405
-12.99,300,21516.769266
-12.99,300,21517.98944
-12.99,300,21519.21997
-12.99,300,21520.476928
7.6,241,21521.700932
8.99,102,21522.625605
-12.99,300,21523.169531
-12.99,300,21524.434644
-12.99,300,21525.700744
-12.99,300,21526.965573
-12.99,300,21528.205744
7.62,239,21529.394812
-12.99,300,21530.403373
-12.99,300,21531.626402
-12.99,300,21532.854541
-12.99,300,21534.085572
-12.99,300,21535.317317
8.64,137,21536.45184
-12.99,300,21537.102598
-12.99,300,21538.345616
-12.99,300,21539.592694
-12.99,300,21545.43557
-12.99,300,21546.697211
-12.99,300,21547.957786
-12.99,300,21549.220284
7.94,207,21550.423504
-12.99,300,21551.345829
-12.99,300,21552.605964
-12.99,300,21553.842038
-12.99,300,21555.069501
-12.99,300,21556.296774
-12.99,300,21557.520957
-12.99,300,21558.745365
-12.99,300,21559.972821
-12.99,300,21561.196463
-12.99,300,21562.420733
-12.99,300,21563.64712
-12.99,300,21564.881912
-12.99,300,21566.103923
7.83,218,21567.277562
-12.99,300,21568.21614
-12.99,300,21569.444693
-12.99,300,21570.671853
-12.99,300,21571.899114
-12.99,300,21573.130373
-12.99,300,21574.362118
-12.99,300,21575.591043
-12.99,300,21576.817565
-12.99,300,21578.045275
-12.99,300,21579.274205
-12.99,300,21580.500307
9.29,72,21581.59291
7.07,294,21582.021788
-12.99,300,21583.228024
7.46,255,21584.431107
-12.99,300,21585.499213
-12.99,300,21591.236231
-12.99,300,21592.479781
-12.99,300,21593.719105
-12.99,300,21594.961356
-12.99,300,21596.206589
-12.99,300,21597.453494
-12.99,300,21598.711932
-12.99,300,21599.978288
-12.99,300,21601.248274
-12.99,300,21602.511217
-12.99,300,21603.773885
-12.99,300,21605.032933
-12.99,300,21606.293152
-12.99,300,21607.549995
-12.99,300,21608.810616
-12.99,300,21610.074544
7.08,293,21611.329672
-12.99,300,21612.556481
-12.99,300,21613.780645
-12.99,300,21614.99827
-12.99,300,21616.220861
-12.99,300,21617.443873
-12.99,300,21618.672128
-12.99,300,21619.900502
-12.99,300,21621.128348
-12.99,300,21622.35287
-12.99,300,21623.576938
-12.99,300,21624.7944
-12.99,300,21626.014854
-12.99,300,21627.243666
-12.99,300,21628.469037
-12.99,300,21629.721946
-12.99,300,21630.98271
-12.99,300,21636.857411
-12.99,300,21638.124264
-12.99,300,21639.386299
-12.99,300,21640.649182
-12.99,300,21641.911891
-12.99,300,21643.171349
-12.99,300,21644.440453
-12.99,300,21645.701247
-12.99,300,21646.96842
-12.99,300,21648.213803
-12.99,300,21649.432266
-12.99,300,21650.655509
-12.99,300,21651.895419
-12.99,300,21653.135942
7.92,209,21654.333337
-12.99,300,21655.26558
-12.99,300,21656.524892
-12.99,300,21657.781947
-12.99,300,21659.039394
-12.99,300,21660.293969
-12.99,300,21661.559304
-12.99,300,21662.826826
-12.99,300,21664.092277
-12.99,300,21665.355409
-12.99,300,21666.602164
-12.99,300,21667.830105
-12.99,300,21669.053444
-12.99,300,21670.276847
-12.99,300,21671.495357
-12.99,300,21672.714925
8.89,112,21673.82526
-12.99,300,21674.391789
7.68,233,21675.572256
-12.99,300,21676.560565
-12.99,300,21682.24705
-12.99,300,21683.470615
-12.99,300,21684.693864
-12.99,300,21685.918746
-12.99,300,21687.140824
-12.99,300,21688.363923
-12.99,300,21689.583632
-12.99,300,21690.801739
-12.99,300,21692.030046
-12.99,300,21693.246947
-12.99,300,21694.47033
-12.99,300,21695.690634
-12.99,300,21696.919
-12.99,300,21698.155984
-12.99,300,21699.401502
-12.99,300,21700.649882
7.31,270,21701.881265
-12.99,300,21703.035508
-12.99,300,21704.280104
-12.99,300,21705.526328
-12.99,300,21706.771577
-12.99,300,21708.017441
-12.99,300,21709.28543
-12.99,300,21710.552577
-12.99,300,21711.783155
-12.99,300,21713.009976
-12.99,300,21714.251201
-12.99,300,21715.504336
-12.99,300,21716.773557
-12.99,300,21718.036962
-12.99,300,21719.294616
-12.99,300,21720.550834
-12.99,300,21721.806142
-12.99,300,21723.066685
-12.99,300,21729.005523
-12.99,300,21730.272792
8.34,167,21731.447924
-12.99,300,21732.223498
-12.99,300,21733.462792
-12.99,300,21734.692771
-12.99,300,21735.977727
-12.99,300,21737.198872
-12.99,300,21738.45475
-12.99,300,21739.713576
-12.99,300,21741.007298
-12.99,300,21742.264335
-12.99,300,21743.492741
-12.99,300,21744.715171
-12.99,300,21745.9636
-12.99,300,21747.212031
-12.99,300,21748.472508
-12.99,300,21749.729284
-12.99,300,21750.989835
-12.99,300,21752.252862
-12.99,300,21753.520666
9.2,81,21754.653339
-12.99,300,21755.127562
9.44,57,21756.248137
-12.99,300,21756.637096
-12.99,300,21757.899482
-12.99,300,21759.119999
-12.99,300,21760.353469
7.97,204,21761.543196
-12.99,300,21762.448648
-12.99,300,21763.703066
-12.99,300,21764.970769
-12.99,300,21766.227135
-12.99,300,21767.487902
-12.99,300,21768.745463
-12.99,300,21769.974533
-12.99,300,21775.641749
-12.99,300,21776.86905
-12.99,300,21778.098363
-12.99,300,21779.326223
7.03,298,21780.564302
-12.99,300,21781.800926
-12.99,300,21783.052394
-12.99,300,21784.300799
-12.99,300,21785.560489
-12.99,300,21786.820635
-12.99,300,21788.083016
-12.99,300,21789.342725
-12.99,300,21790.601615
-12.99,300,21791.844588
-12.99,300,21793.072736
-12.99,300,21794.302972
-12.99,300,21795.55259
-12.99,300,21796.776127
-12.99,300,21797.997754
-12.99,300,21799.226806
-12.99,300,21800.460993
-12.99,300,21801.68924
-12.99,300,21802.915405
-12.99,300,21804.147872
-12.99,300,21805.374021
-12.99,300,21806.598592
-12.99,300,21807.825665
-12.99,300,21809.050196
-12.99,300,21810.274107
-12.99,300,21811.494423
-12.99,300,21812.717658
-12.99,300,21813.947929
7.56,245,21815.164653
-12.99,300,21820.715697
-12.99,300,21821.966956
8.01,200,21823.150103
-12.99,300,21824.045768
-12.99,300,21825.306427
-12.99,300,21826.574752
-12.99,300,21827.805055
-12.99,300,21829.031266
-12.99,300,21830.251246
-12.99,300,21831.471822
-12.99,300,21832.707112
-12.99,300,21833.971118
-12.99,300,21835.235126
-12.99,300,21836.481982
-12.99,300,21837.720804
-12.99,300,21838.960179
-12.99,300,21840.189907
-12.99,300,21841.414763
-12.99,300,21842.642047
-12.99,300,21843.895958
-12.99,300,21845.135479
-12.99,300,21846.3643
-12.99,300,21847.597067
-12.99,300,21848.83042
-12.99,300,21850.064011
-12.99,300,21851.289772
-12.99,300,21852.515583
-12.99,300,21853.742763
-12.99,300,21854.969959
-12.99,300,21856.200552
-12.99,300,21857.429653
-12.99,300,21858.657326
-12.99,300,21859.88604
-12.99,300,21861.113031
-12.99,300,21866.836523
-12.99,300,21868.066092
-12.99,300,21869.2897
-12.99,300,21870.513249
-12.99,300,21871.738594
-12.99,300,21872.961073
-12.99,300,21874.187186
-12.99,300,21875.412983
-12.99,300,21876.636892
-12.99,300,21877.862435
7.73,228,21879.047198
-12.99,300,21880.022704
-12.99,300,21881.244902
-12.99,300,21882.473645
-12.99,300,21883.699643
-12.99,300,21884.924582
-12.99,300,21886.148725
-12.99,300,21887.375445
-12.99,300,21888.599368
-12.99,300,21889.858283
-12.99,300,21891.091647
-12.99,300,21892.319844
-12.99,300,21893.555122
-12.99,300,21894.782093
-12.99,300,21896.009866
-12.99,300,21897.239673
-12.99,300,21898.471968
9.14,87,21899.57731
7.06,295,21900.058028
-12.99,300,21901.275504
-12.99,300,21902.504689
-12.99,300,21903.729691
-12.99,300,21904.959525
7.38,263,21906.166848
-12.99,300,21911.699951
-12.99,300,21912.942431
7.49,252,21914.162628
-12.99,300,21915.245704
-12.99,300,21916.506835
-12.99,300,21917.76378
-12.99,300,21919.022764
-12.99,300,21920.271869
-12.99,300,21921.522923
-12.99,300,21922.776741
-12.99,300,21924.031771
-12.99,300,21925.282276
-12.99,300,21926.515387
-12.99,300,21927.740727
-12.99,300,21928.960284
-12.99,300,21930.193666
-12.99,300,21931.423466
-12.99,300,21932.6498
-12.99,300,21933.877114
-12.99,300,21935.10702
-12.99,300,21936.343468
-12.99,300,21937.591555
-12.99,300,21938.832768
-12.99,300,21940.07609
-12.99,300,21941.321704
-12.99,300,21942.568494
-12.99,300,21943.811481
-12.99,300,21945.057803
-12.99,300,21946.305347
-12.99,300,21947.551825
-12.99,300,21948.806154
-12.99,300,21950.056944
-12.99,300,21951.307307
-12.99,300,21952.565985
-12.99,300,21958.236818
-12.99,300,21959.469651
-12.99,300,21960.723811
-12.99,300,21961.9875
-12.99,300,21963.2541
-12.99,300,21964.521334
-12.99,300,21965.785491
7.3,271,21967.03572
-12.99,300,21968.189614
-12.99,300,21969.440706
-12.99,300,21970.666675
-12.99,300,21971.892856
-12.99,300,21973.151903
-12.99,300,21974.414228
-12.99,300,21975.675701
-12.99,300,21976.943238
-12.99,300,21978.206087
-12.99,300,21979.465426
-12.99,300,21980.728693
-12.99,300,21981.994436
7.91,210,21983.200888
-12.99,300,21984.138175
-12.99,300,21985.404703
-12.99,300,21986.664541
-12.99,300,21987.924582
-12.99,300,21989.185336
-12.99,300,21990.446568
-12.99,300,21991.707726
-12.99,300,21992.970531
7.67,234,21994.19118
-12.99,300,21995.211166
-12.99,300,21996.46958
8.91,110,21997.612395
-12.99,300,21998.191375
-12.99,300,22003.971694
7.06,295,22005.233731
-12.99,300,22006.474635
-12.99,300,22007.72868
-12.99,300,22008.972056
-12.99,300,22010.201932
-12.99,300,22011.430746
9.03,98,22012.536104
7.42,259,22013.030546
-12.99,300,22014.119338
-12.99,300,22015.354569
-12.99,300,22016.589319
-12.99,300,22017.821406
-12.99,300,22019.050442
-12.99,300,22020.279135
-12.99,300,22021.507228
-12.99,300,22022.735392
-12.99,300,22023.958961
-12.99,300,22025.177438
-12.99,300,22026.397413
-12.99,300,22027.625124
-12.99,300,22028.851461
-12.99,300,22030.078381
-12.99,300,22031.303155
-12.99,300,22032.53452
-12.99,300,22033.759768
-12.99,300,22034.991304
7.6,241,22036.247724
-12.99,300,22037.262629
-12.99,300,22038.484139
-12.99,300,22039.716044
-12.99,300,22040.959187
-12.99,300,22042.188434
-12.99,300,22043.419521
-12.99,300,22044.649839
-12.99,300,22050.268721
-12.99,300,22051.506034
-12.99,300,22052.735973
-12.99,300,22053.959375
-12.99,300,22055.1877
-12.99,300,22056.422816
-12.99,300,22057.655229
-12.99,300,22058.892905
-12.99,300,22060.135927
-12.99,300,22061.380311
7.99,202,22062.565696
-12.99,300,22063.464341
-12.99,300,22064.707241
-12.99,300,22065.951489
8.78,123,22067.113638
-12.99,300,22067.723646
-12.99,300,22068.950655
-12.99,300,22070.180674
-12.99,300,22071.407614
-12.99,300,22072.632902
-12.99,300,22073.861856
-12.99,300,22075.0914
9.19,82,22076.193485
7.53,248,22076.629491
-12.99,300,22077.687885
-12.99,300,22078.919818
-12.99,300,22080.146868
-12.99,300,22081.37031
-12.99,300,22082.591566
-12.99,300,22083.807941
-12.99,300,22085.030106
-12.99,300,22086.254774
-12.99,300,22087.484059
-12.99,300,22088.70553
7.94,207,22089.870146
-12.99,300,22095.098783
7.62,239,22096.285354
8.87,114,22097.181974
-12.99,300,22097.753464
-12.99,300,22098.970061
-12.99,300,22100.192965
-12.99,300,22101.425052
-12.99,300,22102.668978
-12.99,300,22103.915594
7.89,212,22105.114138
-12.99,300,22106.049771
-12.99,300,22107.304567
-12.99,300,22108.566397
-12.99,300,22109.813138
-12.99,300,22111.040917
-12.99,300,22112.262423
-12.99,300,22113.487592
-12.99,300,22114.723616
-12.99,300,22115.954851
-12.99,300,22117.185006
-12.99,300,22118.417593
-12.99,300,22119.651169
7.74,227,22120.840655
-12.99,300,22121.814763
-12.99,300,22123.048491
-12.99,300,22124.278837
-12.99,300,22125.50958
-12.99,300,22126.743309
-12.99,300,22127.977391
-12.99,300,22129.208799
-12.99,300,22130.437874
-12.99,300,22131.667003
-12.99,300,22132.903054
-12.99,300,22134.167924
-12.99,300,22135.398936
-12.99,300,22140.948092
7.71,230,22142.151484
-12.99,300,22143.157458
-12.99,300,22144.414937
-12.99,300,22145.678249
7.26,275,22146.924236
-12.99,300,22148.100078
-12.99,300,22149.355111
-12.99,300,22150.592357
-12.99,300,22151.814708
-12.99,300,22153.042163
-12.99,300,22154.267824
-12.99,300,22155.513523
-12.99,300,22156.756406
-12.99,300,22158.003476
-12.99,300,22159.259102
-12.99,300,22160.527513
-12.99,300,22161.784992
-12.99,300,22163.020371
-12.99,300,22164.249732
7.83,218,22165.426657
-12.99,300,22166.365159
-12.99,300,22167.592049
8.65,136,22168.729007
-12.99,300,22169.382068
-12.99,300,22170.613607
-12.99,300,22171.83515
-12.99,300,22173.059675
-12.99,300,22174.281204
-12.99,300,22175.497946
-12.99,300,22176.722551
-12.99,300,22177.951468
-12.99,300,22179.180192
-12.99,300,22180.407094
-12.99,300,22186.09222
-12.99,300,22187.323847
